Symbol,Full Name,GICS Sector,Cluster,governanceScore,environmentScore,Stock_return,marketCap
A,Agilent Technologies,Health Care,0,-0.2775489902352121,-0.916056441411941,-0.631428742729171,-0.2237798385066222
AAL,American Airlines Group,Industrials,2,-0.8963673536530472,0.8161528521728492,-0.8427746249269431,-0.3279252744570412
AAPL,Apple Inc.,Information Technology,1,1.232552538403833,-1.045677545013524,0.9293166082064136,10.237991113484869
ABBV,AbbVie,Health Care,3,1.6897392397349202,-0.6685979708998281,-0.1758562095335527,0.746294418974888
ABT,Abbott Laboratories,Health Care,0,0.7522755996317823,-0.6902014881667586,-0.4872848888608331,0.3088354493997232
ACGL,Arch Capital Group,Financials,3,1.934495756609139,-0.8473179773807986,0.8931137779648883,-0.2138083598671646
ACN,Accenture,Information Technology,0,-1.057999015739795,-0.974975124867206,-0.0758096781179324,0.3267692356103248
ADBE,Adobe Inc.,Information Technology,0,-0.7162635016135277,-0.7550120399675501,0.7052877064459497,0.3913983787484807
ADI,Analog Devices,Information Technology,2,0.1288391887257545,0.6845677924560908,0.2446283287701348,0.0079638979114498
ADM,Archer Daniels Midland,Consumer Staples,2,-0.7809161664482271,2.132003449340434,-1.1151190951513996,-0.2586166909049232
ADP,Automatic Data Processing,Industrials,0,-0.5592498870149726,-0.5861118140624572,-0.2611579159766453,0.0145734759231339
ADSK,Autodesk,Information Technology,0,-0.8363327363065408,-0.4132836759270131,0.1558107812382399,-0.1661230769323734
AEE,Ameren,Utilities,2,-0.6700830267315999,1.3876640816889194,-0.6671844038099812,-0.2782260584105756
AEP,American Electric Power,Utilities,2,-0.6100484093850935,1.350348915500585,-0.4457953980430952,-0.1720734368102668
AES,AES Corporation,Utilities,2,-0.6654649792434072,1.468186282411115,-1.2411272286535997,-0.3075475598909336
AFL,Aflac,Financials,0,1.015504306458772,-1.077100842856332,0.4154756433826709,-0.1532724487827811
AIG,American International Group,Financials,3,2.84425111178312,-0.8119667673076395,-0.1484550763156122,-0.1992250388005903
AIZ,Assurant,Financials,3,2.2900854131999844,-0.8158946795379906,0.4161966993961689,-0.3189211452980059
AJG,Arthur J. Gallagher & Co.,Financials,3,1.5927602424828715,-1.1183439212750177,0.4520799025392507,-0.1406353444067968
AKAM,Akamai Technologies,Information Technology,0,0.1057489512847902,-0.5468326917589471,-0.1943586337081871,-0.3031564262479257
ALB,Albemarle Corporation,Materials,2,-0.1713338980067775,1.8865089349434965,-1.5763029093818766,-0.3175756731255264
ALL,Allstate,Financials,3,1.9298777091209465,-0.9337320464485204,0.1325887804491624,-0.18984129665199
ALLE,Allegion,Industrials,2,-0.7670620239836486,1.004692639229697,-0.0333926653418097,-0.3113598659297312
AMAT,Applied Materials,Information Technology,0,-0.6562288842670214,-0.2542032305977977,1.299430432797583,0.1480058585197545
AME,Ametek,Industrials,2,0.0133880015209345,0.5628025133152099,-0.161091127152427,-0.2260988072255135
AMGN,Amgen,Health Care,0,0.4844288453165999,-0.9926507299037852,-0.0569733116667855,0.2230191578235816
AMP,Ameriprise Financial,Financials,3,1.6805031447585348,-0.727516654355093,0.2466045611591918,-0.2088340428718222
AMT,American Tower,Real Estate,0,-0.7116454541253351,-0.5664722529107021,-0.4693973578696386,0.0091347387984823
AMZN,Amazon,Consumer Discretionary,1,1.1632818260809417,0.0423541427937026,1.3716556831142277,5.950022325210599
ANET,Arista Networks,Information Technology,0,0.3181791357416589,-1.0574612817045768,2.868982383613728,0.0128113586774332
ANSS,Ansys,Information Technology,0,-0.7532078815190701,-0.4466709298849967,0.0692071828996477,-0.2624239963869618
AOS,A. O. Smith,Industrials,2,-0.1297714706130424,0.2682090960388851,0.2007350997740136,-0.3132102693209474
APA,APA Corporation,Energy,2,0.5814078425686486,3.1807560148441505,-1.1633960815068891,-0.3214846511119307
APD,Air Products,Materials,2,-1.5475120494882315,0.3212359111486235,-0.707768140640544,-0.1435564327969073
APH,Amphenol,Information Technology,2,0.4151581329937077,0.3015963499968686,0.8133519501858676,-0.1039105054854279
APTV,Aptiv,Consumer Discretionary,0,-0.6654649792434072,-0.8512458896111494,-0.956560066255782,-0.2984853568317749
ARE,Alexandria Real Estate Equities,Real Estate,0,-0.1759519454949702,-0.3681126852779767,-0.8496712007069477,-0.2814062085392004
ATO,Atmos Energy,Utilities,2,-0.157479755542199,1.7765273924936684,-0.2349059431085712,-0.2825934196699385
AVB,AvalonBay Communities,Real Estate,0,-0.9009854011412398,-0.5546885162196492,0.1595131131830215,-0.2450973369840182
AVGO,Broadcom,Information Technology,0,-0.0281744258728009,0.3055242622272194,2.902884185741056,2.086424575624969
AVY,Avery Dennison,Materials,2,-1.381262339913291,1.106818357218823,-0.172389325299601,-0.2943118954505808
AWK,American Water Works,Utilities,2,-0.7855342139364199,0.6393968018070542,-0.6737126892130758,-0.2576480567419915
AXP,American Express,Financials,3,1.3849481055141954,-1.1261997457357191,0.7998166228761031,0.2546741033187122
AZO,AutoZone,Consumer Discretionary,0,-1.3258457700549773,-1.1144160090446664,0.0013314216844166,-0.1812994640305613
BA,Boeing,Industrials,2,0.7338034096790107,0.6001176795035443,-0.7439856938444607,-0.0418771250421321
BAC,Bank of America,Financials,3,2.206960558412514,-0.7962551183862354,-0.1632400334950089,0.6344685999347316
BALL,Ball Corporation,Materials,2,-1.3674081974487124,0.3565871212217824,-0.1423299042165053,-0.2859340152940468
BAX,Baxter International,Health Care,0,0.2027279485368389,-0.5802199457169306,-1.0031375174415071,-0.2855030857356628
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,2,-0.3791460349754536,1.2541150658569855,-1.0584593589115483,-0.3309647707674601
BBY,Best Buy,Consumer Discretionary,0,-1.0626170632279877,-0.6646700586694771,-0.1054141848293054,-0.2828651999297884
BDX,Becton Dickinson,Health Care,0,0.1981099010486463,-0.5389768672982451,-0.6426173539634875,-0.1341587812049012
BEN,Franklin Templeton,Financials,0,0.2766167083479238,-0.916056441411941,-0.997853232206336,-0.3172987508457988
BG,Bunge Global,Consumer Staples,2,-0.6608469317552145,1.6901133234259464,-0.4391010584462387,-0.307034456709704
BIIB,Biogen,Health Care,0,0.3089430407652735,-1.053533369474226,-0.9894281536966864,-0.2580943037952897
BIO,Bio-Rad Laboratories,Health Care,0,0.1380752837021399,-0.8983808363753615,-0.9050889032559588,-0.3217284874710499
BK,BNY Mellon,Financials,3,1.4957812452308226,-0.9140924852967656,0.2940576691335599,-0.1836111029859927
BKNG,Booking Holdings,Consumer Discretionary,0,0.6599146498679266,-0.943551827024398,1.0939503819557796,0.0838979576269215
BLK,BlackRock,Financials,3,1.518871482671787,-0.959263475945802,-0.0735836234286683,0.0789654610773158
BMY,Bristol Myers Squibb,Health Care,0,0.1704016161194896,-0.8787412752236065,-1.0956788848994552,-0.0291389173040974
BR,Broadridge Financial Solutions,Industrials,0,-0.8132424988655765,-0.3131219140530626,0.486767916574759,-0.2721365646205438
BRO,Brown & Brown,Financials,3,1.791336284475162,-1.1104880968143154,0.9733912221184466,-0.2569124419443476
BSX,Boston Scientific,Health Care,0,1.0108862589705792,-0.6725258831301791,0.8345848300486444,0.0436060768164225
BWA,BorgWarner,Consumer Discretionary,0,-0.4576528422747312,-0.6116432435597386,-0.6162295033538103,-0.3274169662175722
BX,Blackstone Inc.,Financials,3,2.1192176561368505,-0.6411025852873711,0.9985825471703524,0.2550067192993429
BXP,"BXP, Inc.",Real Estate,0,-0.5777220769677438,-0.6371746730570201,-0.317754177618431,-0.3051283563277447
C,Citigroup,Financials,3,3.227549053303122,-0.7825074255800071,0.1072308513153106,0.0119116006041763
CAG,Conagra Brands,Consumer Staples,2,-0.9240756385822038,0.9673774730413628,-0.896241476737761,-0.3013185933352463
CAH,Cardinal Health,Health Care,0,-0.157479755542199,-0.9062366608360636,0.2862632306274779,-0.2627470849910306
CAT,Caterpillar Inc.,Industrials,2,0.6275883174505769,0.9123867018164488,0.3247464410666859,0.199503486971423
CB,Chubb Limited,Financials,3,1.80519042693974,-0.849281933495974,-0.0367943451898277,0.0258627854996178
CBOE,Cboe Global Markets,Financials,3,1.8190445694043191,-0.5998595068686856,0.5649514648817723,-0.2796710679812783
CBRE,CBRE Group,Real Estate,0,-0.9517839235113608,-0.849281933495974,0.2841777207751558,-0.23384634088386
CCI,Crown Castle,Real Estate,0,-1.085707300668952,-0.3347254313199932,-0.8848395461510128,-0.183605102317882
CCL,Carnival,Consumer Discretionary,0,-0.8040064038891911,0.7100992219533724,1.3544723873842153,-0.2764435046789626
CDNS,Cadence Design Systems,Information Technology,0,-0.8732771162120833,-0.6784177514757056,0.669250894424518,-0.1097561300179408
CDW,CDW,Information Technology,0,-1.469005242188954,-0.6489584097480731,-0.0905313003675264,-0.2556554269890623
CE,Celanese,Materials,2,-0.5223055071094302,1.7509959629963867,-0.0549349391171319,-0.3073455999048308
CF,CF Industries,Materials,2,-0.5915762194323223,2.0436254241575367,-0.522398854529254,-0.3042706095109431
CFG,Citizens Financial Group,Financials,3,2.18387032097155,-0.7510841277371991,-0.3889022774090318,-0.2930169289013669
CHD,Church & Dwight,Consumer Staples,2,-0.0189383308964151,0.2171462370443219,-0.1169004992809631,-0.2687337910209458
CHRW,C.H. Robinson,Industrials,0,-0.646992789290636,-0.2070682838335857,-0.2867432120112266,-0.3136950272409696
CHTR,Charter Communications,Communication Services,0,0.5767897950804559,0.05217392336958,-0.5161136497250234,-0.1940261704880504
CI,Cigna,Health Care,0,-0.4853611272038878,-1.132091614081246,-0.3242203674278833,-0.0220177560172512
CINF,Cincinnati Financial,Financials,3,2.8534872067595063,-0.7903632500407091,0.0169478020255069,-0.2826333056897713
CL,Colgate-Palmolive,Consumer Staples,2,-0.0743549007547288,0.4979919615144185,0.0674378444114121,-0.0747292301440793
CLX,Clorox,Consumer Staples,2,-0.6423747418024432,0.3801545946038884,-0.3466595662427832,-0.2854548172035789
CMCSA,Comcast,Communication Services,0,0.7060951247498545,-0.3582929047020992,-0.3473121719002177,0.1372028662474401
CME,CME Group,Financials,0,1.1494276836163628,-0.7176968737792156,-0.0550522674500912,-0.0986759226701411
CMG,Chipotle Mexican Grill,Consumer Discretionary,0,-1.1226516805744944,0.197506675892567,1.3096363445443704,-0.0941050716490879
CMI,Cummins,Industrials,2,-0.3514377500462965,-0.0322761895829663,-0.0177911809792135,-0.2187021942174075
CMS,CMS Energy,Utilities,2,-0.6747010742197926,0.7513423003720577,-0.4319735472574563,-0.2838495134700315
CNC,Centene Corporation,Health Care,0,-0.0882090432193073,-1.1183439212750177,-0.567391334541661,-0.2220891107883357
CNP,CenterPoint Energy,Utilities,2,-0.7208815491017209,1.401411774495148,-0.6829556385763046,-0.2921953111071488
COF,Capital One,Financials,3,1.5650519575537147,-1.1104880968143154,0.4841127385899063,-0.1735074912138595
COO,Cooper Companies (The),Health Care,0,-0.3422016550699112,-0.6057513752142121,-0.065169376840294,-0.2803232524372067
COP,ConocoPhillips,Energy,2,0.729185362190818,2.3146513680517558,-0.5365915388077963,0.052515121375638
COR,Cencora,Health Care,0,-0.4853611272038878,-0.8276784162290435,0.2670156913467232,-0.1995785123666498
COST,Costco,Consumer Staples,0,-0.531541602085816,0.1444798607828284,1.174049749018143,0.941602164421221
CPB,Campbell Soup Company,Consumer Staples,2,-1.0302907308106384,0.9988007708841704,-0.7519783529725056,-0.3020368344879927
CPRT,Copart,Industrials,0,-0.5130694121330448,-0.845354021265623,0.738178920101414,-0.1946855596935197
CPT,Camden Property Trust,Real Estate,0,0.6783868398206974,-0.3504370802413972,-0.3140254119393199,-0.30869232550634
CRM,Salesforce,Information Technology,0,-0.6054303618969009,-0.7412643471613216,1.01001017805213,0.4322920370868416
CSCO,Cisco,Information Technology,0,-0.0882090432193073,-1.0476415011286997,-0.4507540332887093,0.2973867536562272
CSGP,CoStar Group,Real Estate,0,0.4659566553638287,-0.1815368543363042,-0.555123511058556,-0.2489262040772399
CSX,CSX Corporation,Industrials,2,-0.8594229737475048,0.2466055787719545,-0.3520640435438677,-0.1392815884172652
CTAS,Cintas,Industrials,0,-0.3791460349754536,-0.5409408234134206,0.8621655585409855,-0.0860866525673643
CTRA,Coterra,Energy,2,0.3551235156472014,2.8429555630339647,-0.4613779287230798,-0.2968410717843873
CTSH,Cognizant,Information Technology,0,-0.365291892510875,-0.9180203975271164,0.0754712855418307,-0.2274903437372951
CVS,CVS Health,Health Care,0,-0.2452226578178624,-1.1301276579660704,-1.229243565842454,-0.1155856738126656
CVX,Chevron Corporation,Energy,2,1.7174475246640772,2.204669825601928,-0.8130297510586716,0.4846328120455115
D,Dominion Energy,Utilities,2,-0.4992152696684663,1.208944075207949,-0.7466004926919884,-0.1937368882795441
DAL,Delta Air Lines,Industrials,0,-0.416090414880996,0.8043691154817965,-0.0088058962648766,-0.2546981427740374
DD,DuPont,Materials,2,-0.3514377500462965,1.7431401385356848,-0.1500175371941824,-0.2403517494026389
DE,Deere & Company,Industrials,0,-0.0974451381956927,-0.6116432435597386,-0.7085461805275822,-0.0017537629944104
DFS,Discover Financial,Financials,3,1.7590099520578124,-1.1104880968143154,0.2171482711150088,-0.2405160834889704
DG,Dollar General,Consumer Staples,0,-0.5407776970622015,-0.4486348860001722,-1.7263558722526664,-0.2907233972251468
DGX,Quest Diagnostics,Health Care,0,0.5998800325214199,-1.1104880968143154,-0.533427599512291,-0.2955726213453558
DHI,DR Horton,Consumer Discretionary,0,-0.4807430797156951,0.5745862500062631,1.374624314637065,-0.1469928548797493
DHR,Danaher Corporation,Health Care,0,-0.623902551849672,-0.8708854507629046,-0.2658943663921854,0.2889744486142156
DIS,Walt Disney Company (The),Communication Services,0,0.0041519065445487,-1.128163701850895,-0.5189571545747146,0.1895645909070581
DLR,Digital Realty,Real Estate,0,0.1380752837021399,-0.5861118140624572,0.2957295632684629,-0.1789358192848365
DLTR,Dollar Tree,Consumer Staples,0,-1.2381028677793144,-0.4898779644188576,-1.2535828145998933,-0.3007245666703607
DOV,Dover Corporation,Industrials,0,-0.5915762194323223,0.4312174535984515,0.1232262849542964,-0.2683135271237543
DPZ,Domino's,Consumer Discretionary,2,-0.1667158505185848,0.9555937363503098,-0.1546564547985527,-0.3051503192994045
DRI,Darden Restaurants,Consumer Discretionary,2,-0.993346350905096,0.4194337169073984,-0.3161990414482148,-0.2900146669997624
DTE,DTE Energy,Utilities,2,-0.9102214961176252,1.8158065147971785,-0.4391776400074019,-0.2674498849137211
DUK,Duke Energy,Utilities,2,-0.8732771162120833,1.126457918370578,-0.3714963579988156,-0.0594922705123084
DVA,DaVita,Health Care,0,0.7938380270255174,-1.1222718335053683,1.2590703391275424,-0.3069651957087523
DVN,Devon Energy,Energy,2,0.3828318005763584,2.3342909292035103,-0.9549230832855652,-0.2700939095609851
DXCM,Dexcom,Health Care,0,0.6368244124269623,-0.0853030046927049,-1.2500397318008192,-0.261256116355905
EA,Electronic Arts,Communication Services,0,-0.9102214961176252,-1.1104880968143154,-0.1272355419782305,-0.2271249872692531
EBAY,eBay,Consumer Discretionary,0,0.2350542809541887,-0.5978955507535101,0.1673773368913343,-0.249563676368809
ECL,Ecolab,Materials,0,-0.6608469317552145,0.5411989960482793,0.731886628529724,-0.1200310634965083
ED,Consolidated Edison,Utilities,2,-0.2867850852115975,0.2112543686987956,-0.4395009559140385,-0.2348903123821735
EFX,Equifax,Industrials,0,0.0364782389618984,-1.1203078773901929,0.4278514960700975,-0.2305983739940317
EG,Everest Group,Financials,3,1.4819271027662446,-0.8630296263022026,-0.2334210631275331,-0.2976136742528476
EIX,Edison International,Utilities,2,-0.7347356915662989,1.0204042881511013,0.0817118604278343,-0.2444830778032987
EL,Estée Lauder Companies (The),Consumer Staples,0,0.3597415631353945,0.228929973735375,-1.6824668378932042,-0.2533822396832352
ELV,Elevance Health,Health Care,0,-0.6516108367788287,-1.1222718335053683,-0.3536258026279996,0.0608586819215737
EMN,Eastman Chemical Company,Materials,2,-0.0512646633137648,1.385700125573744,-0.1092559278437105,-0.3117215410668434
EMR,Emerson Electric,Industrials,2,-0.0697368532665361,0.5863699866973158,-0.3755594271974181,-0.1605565361044505
EOG,EOG Resources,Energy,2,0.2904708508125023,2.8233160018822097,-0.4847252933465679,-0.1264532522233301
EQIX,Equinix,Real Estate,0,-0.7254995965899136,-0.4604186226912252,-0.0862406198300231,-0.0841091692376708
EQR,Equity Residential,Real Estate,0,-0.300639227676176,-0.5507606039892982,-0.0627673937871841,-0.2538487916288469
EQT,EQT Corporation,Energy,2,0.5767897950804559,2.3323269730883345,-0.4527498546664905,-0.2874632052899788
ES,Eversource,Utilities,0,-0.6054303618969009,-0.2188520205246388,-0.899215591379002,-0.2729562874669375
ESS,Essex Property Trust,Real Estate,0,-0.2636948477706336,-0.4564907104608742,0.2136633520702187,-0.2841846428884015
ETN,Eaton Corporation,Industrials,0,-0.4530347947865384,-0.0636994874257743,1.1331073953431476,0.0472075041129505
ETR,Entergy,Utilities,2,-0.6377566943142502,1.621374859394804,-0.3589064355329718,-0.2628162440069431
EW,Edwards Lifesciences,Health Care,0,0.4290122754582862,-0.5743280773714041,-0.6502222732644457,-0.2213782421669688
EXC,Exelon,Utilities,2,-0.1205353756366566,0.3133800866879214,-0.7558292590158031,-0.221536654541349
EXPD,Expeditors International,Industrials,0,-0.8594229737475048,-0.3209777385137646,-0.235194237760837,-0.2954054974747271
EXPE,Expedia Group,Consumer Discretionary,3,1.560433910065522,-0.2974102651316588,0.4946567555108336,-0.2947003005374737
EXR,Extra Space Storage,Real Estate,0,0.2581445183951526,-0.3052660895923607,-0.1443330943451324,-0.2256290575554481
F,Ford Motor Company,Consumer Discretionary,2,0.8354004544192525,0.3231998672637989,-0.6216533192891102,-0.2122834137647978
FAST,Fastenal,Industrials,2,0.1842557585840677,0.6865317485712662,0.2355530917438953,-0.221623295766878
FCX,Freeport-McMoRan,Materials,2,-0.1390075655894278,1.8609775054462148,-0.2491162988572534,-0.1523930613986371
FDS,FactSet,Financials,0,-0.646992789290636,-0.2875904845557812,-0.4732370680783903,-0.2960099068745676
FDX,FedEx,Industrials,0,-0.503833317156659,-0.0244203651222643,0.6706585049843343,-0.1174850168633203
FE,FirstEnergy,Utilities,2,-0.4207084623691887,0.9791612097324156,-0.4672185108983065,-0.2694502063125071
FFIV,"F5, Inc.",Information Technology,0,-0.6008123144087077,-0.3229416946289403,0.1679993476574936,-0.3113000796679017
FI,Fiserv,Financials,0,0.0318601914737053,-0.3268696068592912,0.7412504253100809,-0.0271556175373317
FIS,Fidelity National Information Services,Financials,0,-0.6885552166843711,-0.3327614752048177,-0.1865293586882467,-0.2024373175063914
FITB,Fifth Third Bank,Financials,0,0.3689776581117799,-0.9023087486057126,-4.6855037136902126e-05,-0.2591799509863813
FMC,FMC Corporation,Materials,2,0.3505054681590087,1.6822574989652443,-1.4053355063706543,-0.3260827633919202
FRT,Federal Realty,Real Estate,0,-0.4068543199046102,-0.6902014881667586,-0.3335454853844583,-0.3197452535010836
FTNT,Fortinet,Information Technology,0,-0.1528617080540063,-0.6450304975177221,0.4851704577470734,-0.1638904862518132
FTV,Fortive,Industrials,2,-0.9240756385822038,2.023985863005781,-0.2670705975623594,-0.2673791204559018
GD,General Dynamics,Industrials,2,0.1057489512847902,0.7042073536078457,-0.184332917232641,-0.0799902369540293
GE,GE Aerospace,Industrials,0,1.939113804097332,1.660653981698314,3.536210757154933,0.276705661562249
GEN,Gen Digital,Information Technology,0,-0.6054303618969009,-0.4780942277278047,-0.1493605660822361,-0.2991667813853834
GILD,Gilead Sciences,Health Care,0,0.4243942279700935,-0.9396239147940468,-0.6800745269900462,-0.0193066910110172
GIS,General Mills,Consumer Staples,2,-1.2057765353619647,0.4979919615144185,-0.780470516318028,-0.2180332381572968
GL,Globe Life,Financials,3,1.749773857081427,-0.8257144601138681,-0.7631355030334078,-0.3208460536950908
GLW,Corning Inc.,Information Technology,2,-0.2636948477706336,-0.0499517946195458,-0.0387711838410736,-0.2324541595634437
GM,General Motors,Consumer Discretionary,2,0.2258181859778033,0.7945493349059188,0.2913497534275904,-0.1799040191888918
GOOGL,Alphabet Inc. (Class A),Communication Services,1,2.220814700877092,-0.8296423723442189,0.933374462596065,5.966666283602024
GPC,Genuine Parts Company,Consumer Discretionary,0,-1.339699912519556,-0.2188520205246388,-0.824911600370218,-0.290015318388077
GPN,Global Payments,Financials,0,-0.0743549007547288,-0.4191755442725397,-0.3554319581130931,-0.2598815817371039
GRMN,Garmin,Consumer Discretionary,0,-1.1318877755508798,-0.1972485032577082,1.156526306302446,-0.244893485339931
GS,Goldman Sachs,Financials,3,2.3639741730110693,-0.963191388176153,0.2946612653669059,0.1409758126408006
GWW,W. W. Grainger,Industrials,0,-0.365291892510875,-0.2443834500219202,0.8239328356372496,-0.1924349538492673
HAL,Halliburton,Energy,2,0.1103669987729833,0.7866935104452166,-0.857078558333151,-0.2683884696783394
HAS,Hasbro,Consumer Discretionary,0,-1.173450202944615,-1.128163701850895,-0.3690100537577184,-0.3199523686664241
HBAN,Huntington Bancshares,Financials,0,0.91390726171853,-0.7491201716220236,-0.4374859825498794,-0.2831776031336249
HCA,HCA Healthcare,Health Care,0,0.2396723284423814,-0.3700766413931522,0.5660820625548689,-0.0169987498357154
HD,Home Depot (The),Consumer Discretionary,0,-1.358172102472327,-0.4839860960733312,-0.2513373982565078,0.8714983591059083
HES,Hess Corporation,Energy,2,0.1288391887257545,2.581749399715623,-0.500358621477638,-0.2220041802795926
HIG,Hartford (The),Financials,0,0.4059220380173223,-0.7805434694648316,0.4137666842499555,-0.2412850046265009
HLT,Hilton Worldwide,Consumer Discretionary,0,-1.0395268257870238,0.0639576600606331,0.7973465052528862,-0.1770160660669893
HOLX,Hologic,Health Care,0,0.7615116946081677,-0.2384915816763937,-0.413300598765941,-0.2897787854736979
HON,Honeywell,Industrials,2,0.1565474736549111,1.0223682442662767,-0.6000940826620431,0.07480197120108
HPE,Hewlett Packard Enterprise,Information Technology,0,-0.5084513646448521,-0.9494436953699243,-0.1809235696563165,-0.275556386170882
HPQ,HP Inc.,Information Technology,0,-0.2821670377234048,-1.1144160090446664,0.0792297818040829,-0.2449250743833518
HRL,Hormel Foods,Consumer Staples,2,-0.3237294651171399,1.4780060629869929,-1.05975022481869,-0.2941823086540442
HSIC,Henry Schein,Health Care,0,-0.1944241354477414,-0.743228303276497,-0.7491194439553488,-0.3224915954613481
HST,Host Hotels & Resorts,Real Estate,0,-0.5453957445503945,-0.4977337888795596,-0.3496986604374831,-0.2712969119235937
HSY,Hershey Company (The),Consumer Staples,2,-0.7208815491017209,0.9300623068530282,-0.8122999323206779,-0.2209860406047471
HUBB,Hubbell Incorporated,Industrials,0,-0.827096641330155,-0.0362041018133174,0.7063595098077167,-0.2805598248296655
HUM,Humana,Health Care,0,-0.4437986998101526,-1.1340555701964214,-1.0654881540871508,-0.2295552578541111
IBM,IBM,Information Technology,0,-0.2590768002824409,-0.786435337810358,0.2132899681117007,0.2822052738857611
ICE,Intercontinental Exchange,Financials,0,0.9785599265532297,-0.802146986731762,0.4566617268744906,-0.0511781606138111
IDXX,Idexx Laboratories,Health Care,0,1.0339764964115428,-0.621463024135616,-0.2175060753887437,-0.2160338839714628
IEX,IDEX Corporation,Industrials,2,-0.6285205993378647,0.8829273600888161,-0.7252620595485727,-0.3017082518511689
IFF,International Flavors & Fragrances,Materials,2,-0.0327924733609936,0.9241704385075018,-0.574866212399568,-0.2658893032647667
INCY,Incyte,Health Care,0,0.3274152307180448,-0.927840178102994,-0.8573477398609362,-0.3103872740893119
INTC,Intel,Information Technology,0,-0.0374105208491863,-0.1677891615300758,-0.8588599065062096,-0.0565445212590566
INTU,Intuit,Information Technology,0,-0.9102214961176252,-0.9455157831395736,0.5387909066816154,0.2304594599065291
IP,International Paper,Materials,2,-0.8732771162120833,1.8393739881792843,0.1056800605085405,-0.2958797344865157
IPG,Interpublic Group of Companies (The),Communication Services,0,-0.6562288842670214,-1.128163701850895,-0.6091618412587936,-0.3138074805509269
IQV,IQVIA,Health Care,0,0.2396723284423814,-0.8807052313387821,-0.1314716306608525,-0.2109400799883007
IRM,Iron Mountain,Real Estate,0,-0.4345626048337672,-0.1540414687238473,1.7275647713274382,-0.240108485475675
ISRG,Intuitive Surgical,Health Care,0,0.525991272710335,-0.4191755442725397,0.971243348163942,0.2095084430224458
